Criteria ID,City
9007812,"Silver Spring, MD"
9007807,"Silver Spring, MD"
9009576,"Bear Creek, NC"
9003932,"Hightstown, NJ"
9008247,"Winchester, VA"
9009747,"Durham, NC"
9009674,"Cary, NC"
9027712,"Spring, TX"
9009715,"Smithfield, NC"
9003608,"Totowa, NJ"
9013165,"Smyrna, TN"
9009714,"Selma, NC"
9003993,"Toms River, NJ"
9023171,"Grandview, MO"
9031338,"San Diego, CA"
9012110,"Tampa, FL"
9031558,"Laguna Niguel, CA"
9030948,"Los Angeles, CA"
9012093,"Wimauma, FL"
9012154,"Seminole, FL"
9012149,"Largo, FL"
9012122,"Saint Petersburg, FL"
9031272,"Spring Valley, CA"
9029761,"Salt Lake City, UT"
9029826,"Ogden, UT"
9029824,"Ogden, UT"
9029829,"Ogden, UT"
9031578,"Anaheim, CA"
9031330,"San Diego, CA"
9010761,"Covington, GA"
9010921,"Riverdale, GA"
9010930,"Atlanta, GA"
9031341,"San Diego, CA"
9010812,"Conyers, GA"
9031348,"San Diego, CA"
9011052,"Murrayville, GA"
9031286,"Carlsbad, CA"
9031303,"Oceanside, CA"
9031484,"Riverside, CA"
9031489,"Riverside, CA"
9031483,"Riverside, CA"
9031502,"Moreno Valley, CA"
9031503,"Moreno Valley, CA"
9031511,"Perris, CA"
9010799,"Roswell, GA"
9010952,"Brookhaven, GA"
9012084,"San Antonio, FL"
9012377,"Hudson, FL"
9012375,"New Port Richey, FL"
9012055,"Brandon, FL"
9012105,"Tampa, FL"
9012119,"Temple Terrace, FL"
9012144,"Clearwater, FL"
9012386,"Tarpon Springs, FL"
9012371,"Land O Lakes, FL"
9012067,"Zephyrhills, FL"
9012156,"Pinellas Park, FL"
9012065,"Zephyrhills, FL"
9012385,"Palm Harbor, FL"
9012128,"Madeira Beach, FL"
9012090,"Valrico, FL"
9012066,"Zephyrhills, FL"
9012085,"Riverview, FL"
9012070,"Lithia, FL"
9012103,"Tampa, FL"
9012073,"Odessa, FL"
9012374,"New Port Richey, FL"
9012370,"Land O Lakes, FL"
9012106,"Tampa, FL"
9012384,"Palm Harbor, FL"
9012108,"Temple Terrace, FL"
9012075,"Lutz, FL"
9012077,"Plant City, FL"
9012140,"Clearwater, FL"
9012389,"Tarpon Springs, FL"
9012061,"Dade City, FL"
9012116,"Tampa, FL"
9012068,"Zephyrhills, FL"
9012102,"Tampa, FL"
9012146,"Clearwater, FL"
9012135,"Saint Petersburg, FL"
9012082,"Apollo Beach, FL"
9012072,"Lutz, FL"
9012076,"Plant City, FL"
9012379,"Hudson, FL"
9012380,"Oldsmar, FL"
9012125,"Saint Petersburg, FL"
9010798,"Roswell, GA"
9010786,"Covington, GA"
9010900,"Forest Park, GA"
9010892,"Locust Grove, GA"
9010884,"Hampton, GA"
9010875,"Fayetteville, GA"
9010788,"Lithonia, GA"
9026924,"Dallas, TX"
9021473,"Round Lake, IL"
9021445,"Gurnee, IL"
9014875,"Galena, OH"
9031305,"Oceanside, CA"
9031223,"Glendora, CA"
9031521,"Wildomar, CA"
9009977,"Charlotte, NC"
9013202,"Nashville, TN"
9007580,"Sterling, VA"
9003692,"Neptune, NJ"
9003671,"Colts Neck, NJ"
9008190,"Alexandria, VA"
9009910,"Gastonia, NC"
9008193,"Alexandria, VA"
9013462,"Knoxville, TN"
9009739,"Raleigh, NC"
9031607,"Corona, CA"
9003483,"Fort Lee, NJ"
9009992,"Charlotte, NC"
9003851,"Deptford, NJ"
9009940,"Mooresville, NC"
9031478,"San Bernardino, CA"
9013195,"Nashville, TN"
9003634,"Englewood, NJ"
9003938,"Pennington, NJ"
9003627,"Bergenfield, NJ"
9031459,"Rialto, CA"
9003843,"Southampton, NJ"
9003529,"South Orange, NJ"
9003659,"Red Bank, NJ"
9010012,"Fayetteville, NC"
9003590,"Pompton Lakes, NJ"
9009968,"Waxhaw, NC"
9031779,"Lancaster, CA"
9031396,"Palm Springs, CA"
9009970,"Charlotte, NC"
9010055,"Raeford, NC"
9031435,"Fontana, CA"
9003691,"Manalapan, NJ"
9003774,"Atco, NJ"
9031604,"Corona, CA"
9010035,"Hope Mills, NC"
9031605,"Norco, CA"
9003465,"Bloomfield, NJ"
9004018,"Jamesburg, NJ"
9010490,"North Charleston, SC"
9013422,"Seymour, TN"
9010513,"Goose Creek, SC"
9003824,"Cinnaminson, NJ"
9031437,"Fontana, CA"
9003629,"Cresskill, NJ"
9013385,"Maryville, TN"
9003748,"Chatham, NJ"
9004040,"Sayreville, NJ"
9003561,"Elizabeth, NJ"
9009733,"Raleigh, NC"
9003638,"Little Ferry, NJ"
9003645,"Palisades Park, NJ"
9031241,"Pomona, CA"
9010006,"Fayetteville, NC"
9003664,"Asbury Park, NJ"
9003813,"Marlton, NJ"
9004045,"South River, NJ"
9009748,"Durham, NC"
9013448,"Knoxville, TN"
9009689,"Holly Springs, NC"
9013458,"Knoxville, TN"
9013457,"Knoxville, TN"
9031372,"Beaumont, CA"
9013387,"Maryville, TN"
9003476,"Cranford, NJ"
9031479,"San Bernardino, CA"
9031436,"Fontana, CA"
9009673,"Cary, NC"
9003962,"Trenton, NJ"
9003858,"Audubon, NJ"
9003610,"Paterson, NJ"
9004007,"Edison, NJ"
9009602,"Hillsborough, NC"
9003729,"Newton, NJ"
9009738,"Raleigh, NC"
9010003,"Fayetteville, NC"
9003535,"Union City, NJ"
9009658,"Apex, NC"
9011260,"Bloomingdale, GA"
9010825,"Canton, GA"
9007721,"Bowie, MD"
9010838,"Douglasville, GA"
9003506,"Parsippany, NJ"
9007583,"Gainesville, VA"
9003926,"Clarksburg, NJ"
9007564,"Centreville, VA"
9013383,"Louisville, TN"
9009728,"Raleigh, NC"
9015734,"Cincinnati, OH"
9003512,"Plainfield, NJ"
9003769,"Morristown, NJ"
9003468,"Caldwell, NJ"
9007777,"Boyds, MD"
9008169,"Arlington, VA"
9013653,"Leoma, TN"
9003836,"Sewell, NJ"
9003603,"Wayne, NJ"
9077370,"Summerville, SC"
9011294,"Savannah, GA"
9013188,"Nashville, TN"
9003567,"Jersey City, NJ"
9010813,"Duluth, GA"
9028048,"San Antonio, TX"
9007769,"Bethesda, MD"
9011274,"Pooler, GA"
9007270,"Swarthmore, PA"
9007662,"Brandywine, MD"
9007598,"The Plains, VA"
9003571,"Elmwood Park, NJ"
9003971,"Lakewood, NJ"
9011291,"Savannah, GA"
9003751,"Florham Park, NJ"
9003992,"Toms River, NJ"
9028068,"San Antonio, TX"
9015729,"Cincinnati, OH"
9010729,"Okatie, SC"
9027660,"Houston, TX"
9013386,"Maryville, TN"
9005163,"Syracuse, NY"
9004031,"Piscataway, NJ"
9010065,"Spring Lake, NC"
9009682,"Clayton, NC"
9003849,"Williamstown, NJ"
9004638,"Halfmoon, NY"
9003639,"Lodi, NJ"
9003559,"Elizabeth, NJ"
9009904,"Dallas, NC"
9003596,"Riverdale, NJ"
9003837,"Sicklerville, NJ"
9027629,"Houston, TX"
9010773,"Decatur, GA"
9007763,"Hyattsville, MD"
9003560,"Elizabeth, NJ"
9003572,"Fair Lawn, NJ"
9005539,"Buffalo, NY"
9010540,"Summerville, SC"
9003775,"Barnegat, NJ"
9008191,"Alexandria, VA"
9007794,"Gaithersburg, MD"
9007710,"Waldorf, MD"
9013420,"Sevierville, TN"
9013451,"Knoxville, TN"
9013141,"Mount Juliet, TN"
9003464,"Bayonne, NJ"
9028046,"San Antonio, TX"
9008163,"Arlington, VA"
9021480,"Waukegan, IL"
9019674,"Minneapolis, MN"
9029990,"Phoenix, AZ"
9030139,"Tolleson, AZ"
9010759,"Conyers, GA"
9017361,"Niles, MI"
9017334,"Benton Harbor, MI"
9017287,"Benton Harbor, MI"
9016351,"Fort Wayne, IN"
9016354,"Fort Wayne, IN"
9016355,"Fort Wayne, IN"
9017359,"New Buffalo, MI"
9012115,"Tampa, FL"
9017350,"Berrien Springs, MI"
9032484,"Shingle Springs, CA"
9016278,"South Bend, IN"
9016311,"Huntington, IN"
9016356,"Fort Wayne, IN"
9012127,"Saint Petersburg, FL"
9012129,"Saint Petersburg, FL"
9016325,"New Haven, IN"
9016312,"Kendallville, IN"
9016281,"South Bend, IN"
9016345,"Fort Wayne, IN"
9017304,"Decatur, MI"
9017294,"Cassopolis, MI"
9017355,"Edwardsburg, MI"
9016271,"Warsaw, IN"
9017341,"Three Rivers, MI"
9032445,"Galt, CA"
9012151,"Largo, FL"
9016310,"Huntertown, IN"
9016266,"Syracuse, IN"
9016257,"New Carlisle, IN"
9016270,"Walkerton, IN"
9016293,"Bluffton, IN"
9016238,"Elkhart, IN"
9012109,"Tampa, FL"
9028713,"Aurora, CO"
9028769,"Denver, CO"
9028787,"Denver, CO"
9032540,"Sacramento, CA"
9028777,"Denver, CO"
9028883,"Longmont, CO"
9028717,"Aurora, CO"
9028771,"Denver, CO"
9028820,"Boulder, CO"
9028818,"Boulder, CO"
9032426,"Clarksburg, CA"
9032008,"Fremont, CA"
9031215,"Covina, CA"
9003682,"Keyport, NJ"
9003508,"Passaic, NJ"
9031186,"Van Nuys, CA"
9023222,"Kansas City, MO"
9003528,"Short Hills, NJ"
9001908,"Tyngsboro, MA"
9001910,"Westford, MA"
9031927,"Redwood City, CA"
9031930,"San Bruno, CA"
9004005,"East Brunswick, NJ"
9023885,"Kansas City, KS"
9030999,"Beverly Hills, CA"
9003520,"Rutherford, NJ"
9001893,"Lawrence, MA"
9003552,"Irvington, NJ"
9009583,"Burlington, NC"
9031787,"Palmdale, CA"
9031231,"Jurupa Valley, CA"
9001887,"Haverhill, MA"
9031175,"Woodland Hills, CA"
9001905,"North Reading, MA"
9031975,"Foster City, CA"
9031595,"Norco, CA"
9001937,"Peabody, MA"
9001888,"Haverhill, MA"
9001909,"Wakefield, MA"
9001857,"Acton, MA"
9001883,"Billerica, MA"
9001926,"Danvers, MA"
9031132,"Glendale, CA"
9002018,"Stoneham, MA"
9031926,"Redwood City, CA"
9031964,"San Francisco, CA"
9023906,"Overland Park, KS"
9023909,"Lenexa, KS"
9031194,"Burbank, CA"
9031195,"Burbank, CA"
9001894,"Lawrence, MA"
9001896,"Lawrence, MA"
9002017,"Melrose, MA"
9003475,"Clifton, NJ"
9023919,"Shawnee, KS"
9031136,"Glendale, CA"
9003625,"South Hackensack, NJ"
9023220,"Kansas City, MO"
9031041,"Santa Monica, CA"
9031030,"Venice, CA"
9031250,"Upland, CA"
9001904,"North Chelmsford, MA"
9001880,"Woburn, MA"
9004026,"Middlesex, NJ"
9001884,"Billerica, MA"
9003515,"Rahway, NJ"
9002056,"Lexington, MA"
9003519,"Plainfield, NJ"
9003741,"Summit, NJ"
9001899,"Billerica, MA"
9023219,"Kansas City, MO"
9031220,"El Monte, CA"
9001906,"Reading, MA"
9003530,"South Plainfield, NJ"
9001943,"Topsfield, MA"
9001895,"Methuen, MA"
9032144,"Milpitas, CA"
9023899,"Mission, KS"
9003752,"Gillette, NJ"
9023910,"Shawnee, KS"
9032190,"San Jose, CA"
9003489,"Kearny, NJ"
9032007,"Fremont, CA"
9003551,"Belleville, NJ"
9031253,"West Covina, CA"
9032030,"Pleasanton, CA"
9032168,"San Jose, CA"
9030988,"Los Angeles, CA"
9003485,"Cranford, NJ"
9031937,"Sunnyvale, CA"
9003677,"Hazlet, NJ"
9004019,"Fords, NJ"
9001885,"Dracut, MA"
9032150,"San Martin, CA"
9003491,"Kenilworth, NJ"
9031082,"Wilmington, CA"
9001897,"Dracut, MA"
9001917,"Lynn, MA"
9031951,"San Francisco, CA"
9031183,"Van Nuys, CA"
9031145,"Canoga Park, CA"
9031947,"San Francisco, CA"
9031022,"Pacific Palisades, CA"
9031138,"Glendale, CA"
9031103,"Arcadia, CA"
9001901,"Lowell, MA"
9031967,"East Palo Alto, CA"
9031971,"Palo Alto, CA"
9003473,"Clifton, NJ"
9031201,"Studio City, CA"
9031159,"Reseda, CA"
9001918,"Lynn, MA"
9031922,"Mountain View, CA"
9032177,"San Jose, CA"
9031936,"Sunnyvale, CA"
9003537,"Westfield, NJ"
9009605,"Julian, NC"
9001898,"Lowell, MA"
9032182,"San Jose, CA"
9031170,"Tarzana, CA"
9032166,"San Jose, CA"
9032135,"Cupertino, CA"
9031238,"Ontario, CA"
9031778,"Lancaster, CA"
9031237,"Montclair, CA"
9010760,"Covington, GA"
9026830,"Little Elm, TX"
9002007,"Malden, MA"
9002060,"Waltham, MA"
9002004,"Chelsea, MA"
9031914,"Menlo Park, CA"
9009565,"Winston Salem, NC"
9009649,"Greensboro, NC"
9009651,"Greensboro, NC"
9010784,"Loganville, GA"
9019667,"Minneapolis, MN"
9010821,"Ball Ground, GA"
9010844,"Kennesaw, GA"
9012164,"Lakeland, FL"
9031518,"Temecula, CA"
9003709,"Budd Lake, NJ"
9008199,"Fredericksburg, VA"
9013190,"Nashville, TN"
9013193,"Nashville, TN"
9003973,"Bayville, NJ"
9003736,"Succasunna, NJ"
9003832,"Delanco, NJ"
9031499,"Hemet, CA"
9031236,"Ontario, CA"
9003967,"Trenton, NJ"
9003732,"Dover, NJ"
9009740,"Raleigh, NC"
9003805,"Voorhees, NJ"
9004032,"Old Bridge, NJ"
9009696,"Louisburg, NC"
9009619,"Pittsboro, NC"
9003581,"Little Falls, NJ"
9003602,"Wanaque, NJ"
9003488,"Hoboken, NJ"
9003612,"Hawthorne, NJ"
9003587,"Oak Ridge, NJ"
9010774,"Decatur, GA"
9009678,"Apex, NC"
9009726,"Raleigh, NC"
9003566,"Jersey City, NJ"
9003978,"Forked River, NJ"
9003991,"Toms River, NJ"
9003780,"Beverly, NJ"
9003923,"Allentown, NJ"
9010815,"Acworth, GA"
9010926,"Atlanta, GA"
9013130,"Lebanon, TN"
9003779,"Atco, NJ"
9009628,"Sanford, NC"
9028291,"Austin, TX"
9010944,"Atlanta, GA"
9003490,"Kearny, NJ"
9013122,"Hermitage, TN"
9010854,"Austell, GA"
9007737,"Oxon Hill, MD"
9008197,"Fredericksburg, VA"
9010782,"Lawrenceville, GA"
9013113,"Fairview, TN"
9003668,"Belmar, NJ"
9007552,"Aldie, VA"
9009736,"Raleigh, NC"
9003814,"Mount Laurel, NJ"
9007768,"Bethesda, MD"
9007685,"La Plata, MD"
9013183,"Nashville, TN"
9027188,"Arlington, TX"
9007813,"Silver Spring, MD"
9026813,"Garland, TX"
9003975,"Brick, NJ"
9003725,"Ledgewood, NJ"
9007803,"Kensington, MD"
9008131,"Chantilly, VA"
9008164,"Arlington, VA"
9003792,"Glassboro, NJ"
9003620,"Bogota, NJ"
9003624,"Maywood, NJ"
9003663,"Allenhurst, NJ"
9007652,"Waldorf, MD"
9019477,"Cottage Grove, MN"
9019539,"Saint Paul, MN"
9004552,"Wyandanch, NY"
9004460,"Rockville Centre, NY"
9004564,"East Hampton, NY"
9004557,"Riverhead, NY"
9004323,"Great Neck, NY"
9012280,"Bradenton, FL"
9014329,"Frankfort, KY"
9014266,"Lawrenceburg, KY"
9014286,"Versailles, KY"
9012438,"Fort Pierce, FL"
9026826,"Irving, TX"
9026921,"Dallas, TX"
9021544,"Schaumburg, IL"
9026909,"Dallas, TX"
9026941,"Dallas, TX"
9026817,"Grand Prairie, TX"
9026802,"Plano, TX"
9033498,"Tacoma, WA"
9027256,"Fort Worth, TX"
9021427,"Arlington Heights, IL"
9033473,"Sumner, WA"
9033348,"Everett, WA"
9021462,"Mount Prospect, IL"
9002158,"New Bedford, MA"
9023256,"Parkville, MO"
9023224,"Kansas City, MO"
9023204,"Lees Summit, MO"
9023189,"Lees Summit, MO"
9023160,"Blue Springs, MO"
9023245,"Kansas City, MO"
9002030,"Brockton, MA"
9023185,"Independence, MO"
9023231,"Kansas City, MO"
9023193,"Liberty, MO"
9023901,"Overland Park, KS"
9023242,"Kansas City, MO"
9023223,"Kansas City, MO"
9023873,"Overland Park, KS"
9023886,"Kansas City, KS"
9029772,"Salt Lake City, UT"
9010780,"Lawrenceville, GA"
9012307,"Sarasota, FL"
9010955,"Atlanta, GA"
9012365,"Brooksville, FL"
9010779,"Lawrenceville, GA"
9010767,"Suwanee, GA"
9012282,"Bradenton, FL"
9012279,"Bradenton, FL"
9010811,"Norcross, GA"
9010762,"Grayson, GA"
9010806,"Stone Mountain, GA"
9010764,"Dacula, GA"
9011016,"Buford, GA"
9010781,"Lawrenceville, GA"
9010783,"Lilburn, GA"
9010805,"Tucker, GA"
9010814,"Duluth, GA"
9010810,"Peachtree Corners, GA"
9010800,"Snellville, GA"
9010804,"Stone Mountain, GA"
9029774,"Salt Lake City, UT"
9029605,"Boise, ID"
9011015,"Buford, GA"
9029574,"Meridian, ID"
9029598,"Boise, ID"
9029578,"Meridian, ID"
9031302,"Oceanside, CA"
9031312,"Rancho Santa Fe, CA"
9031284,"Cardiff By The Sea, CA"
9031295,"Escondido, CA"
9021452,"Island Lake, IL"
9021469,"Lincolnshire, IL"
9021465,"Northbrook, IL"
9030930,"Los Angeles, CA"
9028243,"Georgetown, TX"
9028290,"Austin, TX"
9198580,"Mckinney, TX"
9003187,"Glastonbury, CT"
9027252,"Fort Worth, TX"
9003191,"Manchester, CT"
9027293,"Denton, TX"
9003196,"New Britain, CT"
9027282,"Fort Worth, TX"
9012198,"Winter Haven, FL"
9012121,"Saint Petersburg, FL"
9001881,"Burlington, MA"
9029895,"Springville, UT"
9029775,"Salt Lake City, UT"
9010792,"Marietta, GA"
9011014,"Braselton, GA"
9011036,"Gillsville, GA"
9011035,"Flowery Branch, GA"
9011005,"Gainesville, GA"
9029729,"Sandy, UT"
9029748,"Sandy, UT"
9029683,"Draper, UT"
9029755,"Salt Lake City, UT"
9011026,"Cornelia, GA"
9002167,"North Dighton, MA"
9002175,"Taunton, MA"
9010802,"Smyrna, GA"
9011108,"Winder, GA"
9010766,"Alpharetta, GA"
9010943,"Atlanta, GA"
9010924,"Atlanta, GA"
9011020,"Clarkesville, GA"
9010757,"Auburn, GA"
9002053,"South Easton, MA"
9002169,"Raynham, MA"
9002031,"Brockton, MA"
9002041,"Holbrook, MA"
9029726,"Roy, UT"
9029885,"Payson, UT"
9029694,"Heber City, UT"
9012012,"Boca Raton, FL"
9012002,"West Palm Beach, FL"
9003453,"Stamford, CT"
9010876,"Fayetteville, GA"
9011251,"Macon, GA"
9003454,"Stamford, CT"
9010895,"Mcdonough, GA"
9010909,"Stockbridge, GA"
9011071,"Athens, GA"
9012021,"Boynton Beach, FL"
9011995,"West Palm Beach, FL"
9012026,"Delray Beach, FL"
9029698,"Kamas, UT"
9010923,"Atlanta, GA"
9010888,"Jonesboro, GA"
9196758,"South Jordan, UT"
9029894,"Springville, UT"
9029756,"Salt Lake City, UT"
9007271,"Upper Darby, PA"
9007283,"Philadelphia, PA"
9007284,"Philadelphia, PA"
9007308,"Philadelphia, PA"
9007303,"Philadelphia, PA"
9007446,"Reading, PA"
9007231,"Darby, PA"
9007324,"Philadelphia, PA"
9007481,"Wilmington, DE"
9007281,"Havertown, PA"
9007216,"Ardmore, PA"
9007272,"Havertown, PA"
9004493,"Central Islip, NY"
9004595,"Westhampton, NY"
9004481,"Bay Shore, NY"
9004513,"Islip, NY"
9004549,"West Islip, NY"
9004497,"Coram, NY"
9004504,"Farmingville, NY"
9004488,"Brentwood, NY"
9028882,"Longmont, CO"
9007277,"Willow Grove, PA"
9001964,"Norwell, MA"
9002156,"New Bedford, MA"
9007378,"Conshohocken, PA"
9002083,"Buzzards Bay, MA"
9007214,"Abington, PA"
9007290,"Philadelphia, PA"
9007206,"Southampton, PA"
9002148,"Fall River, MA"
9007328,"Philadelphia, PA"
9007218,"Huntingdon Valley, PA"
9007234,"Elkins Park, PA"
9007241,"Gladwyne, PA"
9028788,"Denver, CO"
9007294,"Philadelphia, PA"
9028880,"Longmont, CO"
9007249,"Langhorne, PA"
9028817,"Boulder, CO"
9027291,"Denton, TX"
9016052,"Fortville, IN"
9007449,"Reading, PA"
9013543,"Germantown, TN"
9019687,"Minneapolis, MN"
9019683,"Minneapolis, MN"
9013524,"Memphis, TN"
9023179,"Independence, MO"
9019662,"Minneapolis, MN"
9013514,"Memphis, TN"
9019546,"Saint Paul, MN"
9019685,"Minneapolis, MN"
9019540,"Saint Paul, MN"
9019679,"Minneapolis, MN"
9019549,"Saint Paul, MN"
9019669,"Minneapolis, MN"
9019602,"Burnsville, MN"
9019684,"Minneapolis, MN"
9023158,"Belton, MO"
9016232,"Bristol, IN"
9016237,"Elkhart, IN"
9019666,"Minneapolis, MN"
9019675,"Minneapolis, MN"
9019639,"Shakopee, MN"
9019545,"Saint Paul, MN"
9019557,"Saint Paul, MN"
9019678,"Minneapolis, MN"
9019676,"Minneapolis, MN"
9010960,"Atlanta, GA"
9023203,"Pleasant Hill, MO"
9007317,"Philadelphia, PA"
9007321,"Philadelphia, PA"
9012025,"Deerfield Beach, FL"
9011969,"Oakland Park, FL"
9007332,"Philadelphia, PA"
9007313,"Philadelphia, PA"
9019496,"Lake Elmo, MN"
9019514,"Rosemount, MN"
9021464,"Vernon Hills, IL"
9019694,"Minneapolis, MN"
9004531,"Patchogue, NY"
9019649,"Hopkins, MN"
9019619,"Long Lake, MN"
9026818,"Grand Prairie, TX"
9004499,"East Islip, NY"
9019596,"Chanhassen, MN"
9019612,"Eden Prairie, MN"
9019608,"Hopkins, MN"
9002019,"Braintree, MA"
9031535,"Corona Del Mar, CA"
9031212,"Claremont, CA"
9012259,"Naples, FL"
9004463,"Roslyn, NY"
9004433,"Mineola, NY"
9004522,"Medford, NY"
9004568,"East Quogue, NY"
9004448,"Uniondale, NY"
9004558,"Amagansett, NY"
9004327,"New Hyde Park, NY"
9028898,"Fort Collins, CO"
9028904,"Loveland, CO"
9028888,"Dacono, CO"
9028895,"Fort Collins, CO"
9027616,"Houston, TX"
9030788,"Las Vegas, NV"
9016204,"North Judson, IN"
9016285,"South Bend, IN"
9013533,"Memphis, TN"
9017300,"Coloma, MI"
9013520,"Memphis, TN"
9007329,"Philadelphia, PA"
9004023,"Edison, NJ"
9002141,"Assonet, MA"
9002038,"Halifax, MA"
9002174,"Taunton, MA"
9002144,"Dighton, MA"
9002023,"Braintree, MA"
9002146,"East Taunton, MA"
9013522,"Memphis, TN"
9013515,"Memphis, TN"
9013478,"Collierville, TN"
9013469,"Arlington, TN"
9013527,"Memphis, TN"
9013532,"Memphis, TN"
9013539,"Memphis, TN"
9013479,"Cordova, TN"
9013500,"Munford, TN"
9013531,"Memphis, TN"
9016246,"Knox, IN"
9013529,"Memphis, TN"
9013538,"Memphis, TN"
9013542,"Germantown, TN"
9013470,"Atoka, TN"
9013498,"Millington, TN"
9013517,"Memphis, TN"
9013528,"Memphis, TN"
9013518,"Memphis, TN"
9013523,"Memphis, TN"
9002012,"Medford, MA"
9001981,"Boston, MA"
9032457,"Lincoln, CA"
9032537,"Sacramento, CA"
9032514,"Rancho Cordova, CA"
9032531,"Sacramento, CA"
9032545,"Sacramento, CA"
9032530,"Sacramento, CA"
9032526,"Sacramento, CA"
9032435,"Citrus Heights, CA"
9031287,"Carlsbad, CA"
9027400,"Temple, TX"
9004468,"Westbury, NY"
9004576,"Middle Island, NY"
9004519,"Lindenhurst, NY"
9004527,"Northport, NY"
9004462,"Roosevelt, NY"
9002033,"Bridgewater, MA"
9004541,"Smithtown, NY"
9001954,"Hingham, MA"
9004539,"Selden, NY"
9004483,"Bellmore, NY"
9004561,"Calverton, NY"
9004491,"Centereach, NY"
9004441,"Garden City, NY"
9004509,"Huntington, NY"
9004597,"Yaphank, NY"
9004589,"Shirley, NY"
9004446,"Hempstead, NY"
9004573,"Mastic, NY"
9004464,"Roslyn Heights, NY"
9004521,"Massapequa Park, NY"
9004510,"Huntington Station, NY"
9004536,"Saint James, NY"
9004478,"North Babylon, NY"
9004555,"Old Bethpage, NY"
9004503,"Farmingdale, NY"
9004553,"Hicksville, NY"
9004534,"Rocky Point, NY"
9004447,"West Hempstead, NY"
9004537,"Cherry Grove, NY"
9004083,"New York, NY"
9004379,"Flushing, NY"
9007849,"Glen Burnie, MD"
9004168,"Bronx, NY"
9011751,"Deltona, FL"
9011812,"Orlando, FL"
9028309,"Austin, TX"
9027437,"Taylor, TX"
9028310,"Austin, TX"
9028306,"Austin, TX"
9021604,"Bolingbrook, IL"
9028239,"Georgetown, TX"
9017487,"Holland, MI"
9025861,"West Memphis, AR"
9013758,"Southaven, MS"
9003713,"Flanders, NJ"
9017519,"Grand Rapids, MI"
9013747,"Olive Branch, MS"
9021509,"Elgin, IL"
9003205,"Vernon Rockville, CT"
9003193,"Manchester, CT"
9017429,"Bailey, MI"
9017499,"Muskegon, MI"
9017490,"Jenison, MI"
9017498,"Muskegon, MI"
9028707,"Arvada, CO"
9028756,"Littleton, CO"
9029822,"Willard, UT"
9017523,"Grand Rapids, MI"
9031637,"Santa Barbara, CA"
9031638,"Santa Barbara, CA"
9031641,"Santa Barbara, CA"
9028297,"Austin, TX"
9004071,"New York, NY"
9004056,"New York, NY"
9004089,"New York, NY"
9011763,"Mount Dora, FL"
9004408,"Saint Albans, NY"
9004399,"Rego Park, NY"
9004082,"New York, NY"
9021655,"Aurora, IL"
9028277,"Austin, TX"
9004171,"Bronx, NY"
9004065,"New York, NY"
9012416,"Saint Cloud, FL"
9011792,"Orlando, FL"
9004401,"Woodside, NY"
9004064,"New York, NY"
9004062,"New York, NY"
9007919,"Catonsville, MD"
9007925,"Nottingham, MD"
9004162,"Bronx, NY"
9011790,"Orlando, FL"
9004067,"New York, NY"
9011757,"Deltona, FL"
9011770,"Sanford, FL"
9004080,"New York, NY"
9031150,"Newbury Park, CA"
9011761,"Eatonville, FL"
9011767,"Oviedo, FL"
9031645,"Santa Barbara, CA"
9028244,"Hutto, TX"
9011780,"Titusville, FL"
9011786,"Orlando, FL"
9031174,"Thousand Oaks, CA"
9011787,"Orlando, FL"
9011785,"Orlando, FL"
9028217,"Bastrop, TX"
9011806,"Orlando, FL"
9023236,"Kansas City, MO"
9011759,"Lake Mary, FL"
9028321,"Austin, TX"
9011801,"Orlando, FL"
9007926,"Rosedale, MD"
9004173,"Bronx, NY"
9004072,"New York, NY"
9004381,"College Point, NY"
9028226,"Cedar Park, TX"
9021553,"West Chicago, IL"
9011815,"Orlando, FL"
9031619,"Carpinteria, CA"
9019682,"Minneapolis, MN"
9019680,"Minneapolis, MN"
9021695,"Warrenville, IL"
9011796,"Orlando, FL"
9031639,"Santa Barbara, CA"
9021698,"Westmont, IL"
9028284,"Austin, TX"
9012420,"Windermere, FL"
9028275,"Round Rock, TX"
9021654,"Aurora, IL"
9011814,"Orlando, FL"
9012415,"Saint Cloud, FL"
9011797,"Orlando, FL"
9021700,"Willowbrook, IL"
9028287,"Austin, TX"
9028301,"Austin, TX"
9028278,"Austin, TX"
9021701,"Naperville, IL"
9028276,"Austin, TX"
9028295,"Austin, TX"
9021681,"Naperville, IL"
9021554,"Wheaton, IL"
9028267,"Round Rock, TX"
9028322,"Austin, TX"
9011614,"Panama City, FL"
9013145,"Murfreesboro, TN"
9030937,"Los Angeles, CA"
9012211,"Fort Myers, FL"
9033304,"Auburn, WA"
9033273,"Kent, WA"
9033419,"Buckley, WA"
9033267,"Federal Way, WA"
9033459,"Puyallup, WA"
9031961,"San Francisco, CA"
9031906,"Daly City, CA"
9033520,"Chehalis, WA"
9033527,"Elma, WA"
9011694,"Niceville, FL"
9011680,"Fort Walton Beach, FL"
9025390,"Baton Rouge, LA"
9007540,"Washington, DC"
9007909,"Baltimore, MD"
9010687,"Rock Hill, SC"
9007897,"Baltimore, MD"
9007927,"Baltimore, MD"
9010676,"Fort Mill, SC"
9007756,"Highland, MD"
9003510,"Warren, NJ"
9021434,"Crystal Lake, IL"
9021534,"Algonquin, IL"
9021456,"Lake Villa, IL"
9007878,"Reisterstown, MD"
9004243,"White Plains, NY"
9010901,"Newnan, GA"
